shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
3601_shp,41.106299999999997,-73.420339999999996,157,84100.610675999997
3601_shp,41.10615,-73.419569999999993,158,84319.740348000007
3601_shp,41.105980000000002,-73.419600000000003,159,84382.230353000006
3601_shp,41.104019999999998,-73.419880000000006,160,85100.526639999996
3601_shp,41.103490000000001,-73.419830000000005,161,85294.126715999999
3601_shp,41.10201,-73.419899999999998,162,85833.719494000004
3601_shp,41.101289999999999,-73.420519999999996,163,86146.800656000007
3601_shp,41.100299999999997,-73.421629999999993,164,86619.777747
3601_shp,41.100020000000001,-73.421850000000006,165,86738.456730999998
3601_shp,41.096710000000002,-73.423299999999998,166,88008.970826999997
3601_shp,41.096679999999999,-73.423079999999999,167,88070.586790000001
3601_shp,41.096629999999998,-73.42116,168,88600.110707999993
3603_shp,41.096629999999998,-73.42116,1,0.0
3603_shp,41.096710000000002,-73.423299999999998,2,590.56877799999995
3603_shp,41.096850000000003,-73.423230000000004,3,645.105638
3603_shp,41.100020000000001,-73.421850000000006,4,1861.1322299999999
3603_shp,41.101640000000003,-73.420180000000002,5,2609.6345970000002
3603_shp,41.101779999999998,-73.420060000000007,6,2670.4280389999999
3603_shp,41.10201,-73.419899999999998,7,2765.1241540000001
3603_shp,41.103490000000001,-73.419830000000005,8,3304.7169319999998
3603_shp,41.104019999999998,-73.419880000000006,9,3498.317008
3603_shp,41.105800000000002,-73.419629999999998,10,4150.5214770000002
3603_shp,41.107140000000001,-73.419269999999997,11,4648.7378680000002
3603_shp,41.107219999999998,-73.4191,12,4703.9151449999999
3603_shp,41.107660000000003,-73.418660000000003,13,4904.9249650000002
3603_shp,41.108130000000003,-73.418379999999999,14,5092.7546220000004
3603_shp,41.109949999999998,-73.418790000000001,15,5765.4411710000004
3603_shp,41.11054,-73.418790000000001,16,5980.4118509999998
3603_shp,41.11448,-73.418719999999993,17,7416.1089229999998
3603_shp,41.115760000000002,-73.418899999999994,18,7885.1164479999998
3603_shp,41.117280000000001,-73.419319999999999,19,8450.9023980000002
3603_shp,41.118659999999998,-73.419939999999997,20,8981.9449370000002
3603_shp,41.120040000000003,-73.420820000000006,21,9540.1687399999992
3603_shp,41.123359999999998,-73.423919999999995,22,11020.99085
